"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1303421","DRIVER","ae06e6663c7e64356932eb6927b68e7f4900cb1a50a4ccc0f31c09874e15c86e9c4dd8d87b7f35b578ed4f09a0783e727b4e35000a530f7c22c0809cc79f9ac4",,"1237833","2022-03-22T18:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303422","DRIVER","ae06e6663c7e64356932eb6927b68e7f4900cb1a50a4ccc0f31c09874e15c86e9c4dd8d87b7f35b578ed4f09a0783e727b4e35000a530f7c22c0809cc79f9ac4",,"1237832","2022-03-22T18:20:00.000",,"CHICAGO","IL","60639","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290135","PASSENGER","ae06e6663c7e64356932eb6927b68e7f4900cb1a50a4ccc0f31c09874e15c86e9c4dd8d87b7f35b578ed4f09a0783e727b4e35000a530f7c22c0809cc79f9ac4",,"1237832","2022-03-22T18:20:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303404","DRIVER","0eae07519e649007fee461249ade1f5763615fcd087c97661578d373cf29109a191717a4cc25b48fd03b100d450e39b6365fa004c2ee1c313591faf0b8fd0af1",,"1237805","2022-03-22T18:10:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303383","DRIVER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237819","2022-03-22T18:08:00.000",,"CICERO","IL","60804","F","31","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303384","DRIVER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237790","2022-03-22T18:08:00.000",,"CHICAGO","IL","60632","M","62","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290123","PASSENGER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237790","2022-03-22T18:08:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290127","PASSENGER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237819","2022-03-22T18:08:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290128","PASSENGER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237819","2022-03-22T18:08:00.000","4",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290129","PASSENGER","03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,"1237819","2022-03-22T18:08:00.000","6",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303362","DRIVER","e520d2008fbf7b49d4b7baed36c6291a9340b2b6655c4d21b236853413f81cdeda77cb554f24a9f85171596f9511588a6c344570dedaf3a7b0bc6cf43cfcc102",,"1237769","2022-03-22T18:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303363","DRIVER","e520d2008fbf7b49d4b7baed36c6291a9340b2b6655c4d21b236853413f81cdeda77cb554f24a9f85171596f9511588a6c344570dedaf3a7b0bc6cf43cfcc102",,"1237775","2022-03-22T18:00:00.000",,,,,"M","33","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303380","DRIVER","ce95b203bc55f6d5f4af51aa72391fa5079f3f2e47e93d173a7f65b4d32576945cd05ea50185eb70bbeea9c500ca21e0b493e00e81ab857527c7b1d6ef7c3f92",,"1237785","2022-03-22T17:54:00.000",,"MATTESON","IL","60443","F","22","IL",,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303381","DRIVER","ce95b203bc55f6d5f4af51aa72391fa5079f3f2e47e93d173a7f65b4d32576945cd05ea50185eb70bbeea9c500ca21e0b493e00e81ab857527c7b1d6ef7c3f92",,"1237795","2022-03-22T17:54:00.000",,"CHICAGO","IL","60615","F","50","KY",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290121","PASSENGER","ce95b203bc55f6d5f4af51aa72391fa5079f3f2e47e93d173a7f65b4d32576945cd05ea50185eb70bbeea9c500ca21e0b493e00e81ab857527c7b1d6ef7c3f92",,"1237785","2022-03-22T17:54:00.000","3",,,,"M","16",,,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290122","PASSENGER","ce95b203bc55f6d5f4af51aa72391fa5079f3f2e47e93d173a7f65b4d32576945cd05ea50185eb70bbeea9c500ca21e0b493e00e81ab857527c7b1d6ef7c3f92",,"1237785","2022-03-22T17:54:00.000","4",,"IL",,"M",,,,"SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303410","DRIVER","6c35afe8566e4a56d4177c1082660996b01c3a0451c9fcafde4b0855c6794a42e2410b56db84104062c433973ea470f7a146095adc2b52e578f5c7698f84c3b3",,"1237822","2022-03-22T17:51:00.000",,"BELLWOOD",,,"F","29","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303411","DRIVER","6c35afe8566e4a56d4177c1082660996b01c3a0451c9fcafde4b0855c6794a42e2410b56db84104062c433973ea470f7a146095adc2b52e578f5c7698f84c3b3",,"1237826","2022-03-22T17:51:00.000",,"CHICAGO","IL",,"F","32","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303356","DRIVER","e6bf2ca0ec8b5af0f3c308ca57eca5ec7cc38cc425998a337decf2625d260c717990f60eaa6e4000ffaacc7ecbbc1ad45461c6b3092a0b3cd522c7402eea5246",,"1237765","2022-03-22T17:50:00.000",,"PALOS HILLS","IL","60465","F","42","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303357","DRIVER","e6bf2ca0ec8b5af0f3c308ca57eca5ec7cc38cc425998a337decf2625d260c717990f60eaa6e4000ffaacc7ecbbc1ad45461c6b3092a0b3cd522c7402eea5246",,"1237772","2022-03-22T17:50:00.000",,"CROWN POINT","IN","46307","F","31","IN","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303439","DRIVER","8c00ead06d53210872cb4426678fea5daefdce37f98b32138c9bedb8ad9da73d68afcd4a2057197d3398c7b0495a1456b36ea4e26627055b4207cf97d05edd68",,"1237847","2022-03-22T17:40:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY","UNKNOWN",,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303400","DRIVER","b5ea0911a6f6dc68d829d27b47b2bf315e922177ea3f4025617e9257cd895c642f5b34a46489bfd67e6971223d10f89a12061eb54b317f7c4c9a25d1b7b8b783",,"1237806","2022-03-22T17:39:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303401","DRIVER","b5ea0911a6f6dc68d829d27b47b2bf315e922177ea3f4025617e9257cd895c642f5b34a46489bfd67e6971223d10f89a12061eb54b317f7c4c9a25d1b7b8b783",,"1237814","2022-03-22T17:39:00.000",,"CHICAGO","IL",,"F",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","EMOTIONAL",,,,"TEST NOT OFFERED",,
"O1303430","DRIVER","3e857482e744181b40fb37a76469e3df81323fca052e1196246001fe53a1172db910e79791450a90f12253cf1e5e4bb918f0e99c626d334308fb21ab3a6c51cb",,"1237840","2022-03-22T17:30:00.000",,"CHICAGO","IL",,"M","60","NY",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303347","DRIVER","64006d035c3a583abef87f075a7ea103c7cee43b2a26b255db266f5a3337e4d7aa63efc89b1cbfed16bf7028d32d3fcec30dd71a179f05a8b01d16991ad14fa8",,"1237753","2022-03-22T17:28:00.000",,"CHICAGO","IL","60609","M","44","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303348","DRIVER","64006d035c3a583abef87f075a7ea103c7cee43b2a26b255db266f5a3337e4d7aa63efc89b1cbfed16bf7028d32d3fcec30dd71a179f05a8b01d16991ad14fa8",,"1237761","2022-03-22T17:28:00.000",,"CHICAGO","IL","60652","M","38","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303368","DRIVER","bceb4dde4c710cb3d46651e20ae415310ed100abe5e17c6d26ae5de318809569e098023a048f78db9fa5d91256b827e4813ee6090cd07a7216c73bbeef39a21b",,"1237779","2022-03-22T17:17:00.000",,"CHICAGO","IL","60625","M","55","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303369","DRIVER","bceb4dde4c710cb3d46651e20ae415310ed100abe5e17c6d26ae5de318809569e098023a048f78db9fa5d91256b827e4813ee6090cd07a7216c73bbeef39a21b",,"1237786","2022-03-22T17:17:00.000",,"ROYAL PALM BEACH","FL","33411","F","36","FL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303349","DRIVER","c8506070486cc62d756580b587d31404b7d1fc00cd726573a6975befb4eba5203dafdaf30af8c7c80c3b1b7e85669ee6d816e5a0d2f657f0ac7b08a5830c1081",,"1237749","2022-03-22T17:14:00.000",,,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303350","DRIVER","c8506070486cc62d756580b587d31404b7d1fc00cd726573a6975befb4eba5203dafdaf30af8c7c80c3b1b7e85669ee6d816e5a0d2f657f0ac7b08a5830c1081",,"1237754","2022-03-22T17:14:00.000",,"CHICAGO","IL","60649","M","38","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303379","DRIVER","d5fa493d9a0924f4980d32cb0c874ac26f86ed1e6e73eec685e36afec76ef8f13dd4bcef8938e7c3d13df5885dcd1f79e28bd73a0282ca0255544864fb66c085",,"1237784","2022-03-22T17:11:00.000",,"CHICAGO","IL","60644","F","42","IL","D","NONE PRESENT","NOT APPLICABLE","NONE","REPORTED, NOT EVIDENT",,,,"IMPROPER BACKING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303370","DRIVER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237780","2022-03-22T17:10:00.000",,"BERWYN","IL","60402","M","26","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303371","DRIVER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237804","2022-03-22T17:10:00.000",,,,,"M","19","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290119","PASSENGER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237780","2022-03-22T17:10:00.000","3","CHICAGO","IL","60623","F","25",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290120","PASSENGER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237780","2022-03-22T17:10:00.000","6","CHICAGO","IL","60623","F",,,,"CHILD RESTRAINT - FORWARD FACING","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290125","PASSENGER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237804","2022-03-22T17:10:00.000","3","CHICAGO","IL","60623","F","42",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","MOUNT SINAI","CFD","67",,,,,,,,,
"P290126","PASSENGER","0590c7a9b5cafea1df662ffba476835629314d533ff9ec0314ada9b07a18f602119ad6f952706c8099597be133ed83153ebfe2b67409b6794367708f7ede51b0",,"1237804","2022-03-22T17:10:00.000","6","CHICAGO","IL","60623","F","26",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303306","DRIVER","82eba3a8a5488b623f462a3ec9120d4852e45e81ce6c8d90d4dba77db0120b6518ac09348c9ad389d55bb4f1c2d7ba10aeae8f890fce7954c6dd3f79953752e5",,"1237720","2022-03-22T17:05:00.000",,"CHICAGO","IL","60639","M","44","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303307","DRIVER","82eba3a8a5488b623f462a3ec9120d4852e45e81ce6c8d90d4dba77db0120b6518ac09348c9ad389d55bb4f1c2d7ba10aeae8f890fce7954c6dd3f79953752e5",,"1237732","2022-03-22T17:05:00.000",,"ALSIP","IL","60803","F","27","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290111","PASSENGER","82eba3a8a5488b623f462a3ec9120d4852e45e81ce6c8d90d4dba77db0120b6518ac09348c9ad389d55bb4f1c2d7ba10aeae8f890fce7954c6dd3f79953752e5",,"1237720","2022-03-22T17:05:00.000","3",,,,"M","31",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303374","DRIVER","840500a7711f6ba432932407c8e167c63da8cb3355edc58fe74fbc36cc09cea94b7349b0e091ec1f297fa4082ec07fe6470db6fe39b4284c1655cc88e2813add",,"1237781","2022-03-22T17:05:00.000",,"CHICAGO","IL","60654","M","32","TN","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303375","DRIVER","840500a7711f6ba432932407c8e167c63da8cb3355edc58fe74fbc36cc09cea94b7349b0e091ec1f297fa4082ec07fe6470db6fe39b4284c1655cc88e2813add",,"1237793","2022-03-22T17:05:00.000",,"ELK GROVE VILLAGE","IL","60007","F","63","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290124","PASSENGER","840500a7711f6ba432932407c8e167c63da8cb3355edc58fe74fbc36cc09cea94b7349b0e091ec1f297fa4082ec07fe6470db6fe39b4284c1655cc88e2813add",,"1237793","2022-03-22T17:05:00.000","3",,,,,,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303313","DRIVER","ede2ce65a63ddd916615e33bee88e195be1fb5680b82f92d086fbf3adea8f73351c69aea0cf7c1b33f1532249fc674f362ff1b14554a809a8b8b4fa44eedc296",,"1237717","2022-03-22T17:05:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303314","DRIVER","ede2ce65a63ddd916615e33bee88e195be1fb5680b82f92d086fbf3adea8f73351c69aea0cf7c1b33f1532249fc674f362ff1b14554a809a8b8b4fa44eedc296",,"1237725","2022-03-22T17:05:00.000",,"DES PLAINES","IL","60016","M",,"IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303337","DRIVER","134bba7fbedfec54be2ab2199cd2e741a8aa68a2d6ddf8962fa54bdd8311467fef5483adfc51bc3a7083bc1af7675389c963860452f256250f5f94d57fbdbd90",,"1237740","2022-03-22T17:02:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303507","DRIVER","a8e8fb7e4f258b5f09fc1e9a5745620425cf6a60f1afb7f34e80ac6a791fac4eb9fb8a9c70832360820afef4385beee4550a8836f51eb23946d77d2bad607bcb",,"1237918","2022-03-22T17:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303315","DRIVER","f864bf99719cef6346effc74d5eb1eea7734642069284e1a098aaca1b8ec5cdeef698863c5238b22df4e5f10174c6c61e79155c7f43c6235ff0e87e5ca53c713",,"1237721","2022-03-22T17:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303316","DRIVER","f864bf99719cef6346effc74d5eb1eea7734642069284e1a098aaca1b8ec5cdeef698863c5238b22df4e5f10174c6c61e79155c7f43c6235ff0e87e5ca53c713",,"1237727","2022-03-22T17:00:00.000",,"ALBANS","VT","05478","M","31","VT",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303321","DRIVER","7a3c7d90ad1f4edc36198fee8d36ec90f556722a0ae1d12cd16128f4c39e230fcc6825e874ac8fc84f9f569f6b14d68485085b915e7df9084cf00dbe42eb0b1f",,"1237724","2022-03-22T16:50:00.000",,"UNK","XX",,"M",,"XX",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1303322","DRIVER","7a3c7d90ad1f4edc36198fee8d36ec90f556722a0ae1d12cd16128f4c39e230fcc6825e874ac8fc84f9f569f6b14d68485085b915e7df9084cf00dbe42eb0b1f",,"1237737","2022-03-22T16:50:00.000",,"CHICAGO","IL","60626","M","37","IL","C","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303331","DRIVER","ac93411753e89d0eaece73252ebdd6a5f711797f669a5b2113c7c9e39b2e77c1e9566bc6b22970882b49da801735664de29ac639d85726e768705c97945eef59",,"1237746","2022-03-22T16:50:00.000",,"CHICAGO","IL","60660","F","48","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303332","DRIVER","ac93411753e89d0eaece73252ebdd6a5f711797f669a5b2113c7c9e39b2e77c1e9566bc6b22970882b49da801735664de29ac639d85726e768705c97945eef59",,"1237757","2022-03-22T16:50:00.000",,"CHICAGO","IL","60645","F","52","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303372","DRIVER","bf11d278edd326b20dc4dee71a0e6ebda6dd412e52a001eb48957224316b7cc4f68c8c2bf2cb529a48d901adf2e433eb850ddea462d0e7f7c49ba1144d7cad73",,"1237821","2022-03-22T16:50:00.000",,"CHICAGO","IL","60634","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303373","DRIVER","bf11d278edd326b20dc4dee71a0e6ebda6dd412e52a001eb48957224316b7cc4f68c8c2bf2cb529a48d901adf2e433eb850ddea462d0e7f7c49ba1144d7cad73",,"1237817","2022-03-22T16:50:00.000",,"CHICAGO","IL","60641","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P290130","PASSENGER","bf11d278edd326b20dc4dee71a0e6ebda6dd412e52a001eb48957224316b7cc4f68c8c2bf2cb529a48d901adf2e433eb850ddea462d0e7f7c49ba1144d7cad73",,"1237821","2022-03-22T16:50:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290131","PASSENGER","bf11d278edd326b20dc4dee71a0e6ebda6dd412e52a001eb48957224316b7cc4f68c8c2bf2cb529a48d901adf2e433eb850ddea462d0e7f7c49ba1144d7cad73",,"1237821","2022-03-22T16:50:00.000","6",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303343","DRIVER","2cfe46e4c2211731e0e070e5b19fc29b13f5578c871becc928cac3b59937ff52d5f313ab9192ac68301b9ce9efb979c54e3c9dbd87516be0ed3ccf3e4ef2e53f",,"1237747","2022-03-22T16:45:00.000",,"TINLEY PARK","IL","60487","F","40","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303344","DRIVER","2cfe46e4c2211731e0e070e5b19fc29b13f5578c871becc928cac3b59937ff52d5f313ab9192ac68301b9ce9efb979c54e3c9dbd87516be0ed3ccf3e4ef2e53f",,"1237755","2022-03-22T16:45:00.000",,"MORTON GROVE","IL","60053","M","35","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303419","DRIVER","ae2cac8e4505942f6597b67fd234d9bfbd78c99a7db63963dcfae21b951bbc0474d417fbb7467cb04292bfd5158ee5a0d3296d01af9f39114ed3dcbdf66d5379",,"1237831","2022-03-22T16:40:00.000",,"EAST CHICAGO","IN","46312","F",,"IN","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303420","DRIVER","ae2cac8e4505942f6597b67fd234d9bfbd78c99a7db63963dcfae21b951bbc0474d417fbb7467cb04292bfd5158ee5a0d3296d01af9f39114ed3dcbdf66d5379",,"1237830","2022-03-22T16:40:00.000",,"CHICAGO","IL",,"M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1303329","DRIVER","e97ee7b9dafc1f91d9cb7914f8da6e29044f8752ba4a1393cebc2b68056ec622629f152fd5cac0163f828e0fbbf3531828c1975d1620042743c9732afb6bba2f",,"1237736","2022-03-22T16:39:00.000",,"BERWYN","IL","60402","M","20","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST REFUSED",,
"O1303330","DRIVER","e97ee7b9dafc1f91d9cb7914f8da6e29044f8752ba4a1393cebc2b68056ec622629f152fd5cac0163f828e0fbbf3531828c1975d1620042743c9732afb6bba2f",,"1237741","2022-03-22T16:39:00.000",,"CHICAGO","IL","60626","M","31","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
